antibiotic,auroc,f1,split,order_name,hamming_loss,jaccard_score,all_zero_frac,seed
Ampicillin-Amoxicillin,0.6903139364026827,0.7049382716049383,random_seed0,option_a,0.25635948210205634,0.28697638994668695,0.32673267326732675,0
Ceftriaxone,0.8543620980444085,0.6567164179104478,random_seed0,option_a,0.25635948210205634,0.28697638994668695,0.32673267326732675,0
Amoxicillin-Clavulanic acid,0.6428718781830607,0.32170542635658916,random_seed0,option_a,0.25635948210205634,0.28697638994668695,0.32673267326732675,0
Ciprofloxacin,0.8239575608921339,0.5765472312703583,random_seed0,option_a,0.25635948210205634,0.28697638994668695,0.32673267326732675,0
Cotrimoxazole,0.6734015890790808,0.48086124401913877,random_seed0,option_a,0.25635948210205634,0.28697638994668695,0.32673267326732675,0
Ceftriaxone,0.8699594385514963,0.5797101449275363,random_seed0,option_d,0.25864432597105863,0.1952272150291952,0.571972581873572,0
Ciprofloxacin,0.8200102675260966,0.489945155393053,random_seed0,option_d,0.25864432597105863,0.1952272150291952,0.571972581873572,0
Ampicillin-Amoxicillin,0.6494730050486022,0.5947611710323575,random_seed0,option_d,0.25864432597105863,0.1952272150291952,0.571972581873572,0
Cotrimoxazole,0.6497200447928331,0.40524781341107874,random_seed0,option_d,0.25864432597105863,0.1952272150291952,0.571972581873572,0
Amoxicillin-Clavulanic acid,0.6376532704134916,0.31947483588621445,random_seed0,option_d,0.25864432597105863,0.1952272150291952,0.571972581873572,0
Ciprofloxacin,0.8092464776681306,0.5579831932773109,random_seed0,option_e,0.25544554455445545,0.20987560294490987,0.5536938309215537,0
Ceftriaxone,0.8576620715609884,0.6112359550561798,random_seed0,option_e,0.25544554455445545,0.20987560294490987,0.5536938309215537,0
Ampicillin-Amoxicillin,0.659857490015824,0.6127080181543116,random_seed0,option_e,0.25544554455445545,0.20987560294490987,0.5536938309215537,0
Cotrimoxazole,0.6481123020316748,0.40974212034383956,random_seed0,option_e,0.25544554455445545,0.20987560294490987,0.5536938309215537,0
Amoxicillin-Clavulanic acid,0.6434327415258062,0.33263157894736844,random_seed0,option_e,0.25544554455445545,0.20987560294490987,0.5536938309215537,0
Ampicillin-Amoxicillin,0.6881439372298083,0.6949760765550239,random_seed1,option_a,0.2613861386138614,0.29254887027164256,0.30616907844630614,1
Ceftriaxone,0.8721582593423748,0.6989473684210527,random_seed1,option_a,0.2613861386138614,0.29254887027164256,0.30616907844630614,1
Amoxicillin-Clavulanic acid,0.6278240695356664,0.32234432234432236,random_seed1,option_a,0.2613861386138614,0.29254887027164256,0.30616907844630614,1
Ciprofloxacin,0.8209674958896679,0.6168521462639109,random_seed1,option_a,0.2613861386138614,0.29254887027164256,0.30616907844630614,1
Cotrimoxazole,0.6637155683055755,0.49777777777777776,random_seed1,option_a,0.2613861386138614,0.29254887027164256,0.30616907844630614,1
Ceftriaxone,0.8915399411789304,0.639618138424821,random_seed1,option_d,0.25742574257425743,0.1888169586189388,0.6054836252856055,1
Ciprofloxacin,0.810732627844039,0.5587188612099644,random_seed1,option_d,0.25742574257425743,0.1888169586189388,0.6054836252856055,1
Ampicillin-Amoxicillin,0.6488863813822393,0.5732184808144087,random_seed1,option_d,0.25742574257425743,0.1888169586189388,0.6054836252856055,1
Cotrimoxazole,0.6374239647249448,0.40114613180515757,random_seed1,option_d,0.25742574257425743,0.1888169586189388,0.6054836252856055,1
Amoxicillin-Clavulanic acid,0.608355389994445,0.24423963133640553,random_seed1,option_d,0.25742574257425743,0.1888169586189388,0.6054836252856055,1
Ciprofloxacin,0.8287276897956417,0.596964586846543,random_seed1,option_e,0.2559025133282559,0.1982736735211983,0.584920030464585,1
Ceftriaxone,0.8761238030191097,0.6380090497737556,random_seed1,option_e,0.2559025133282559,0.1982736735211983,0.584920030464585,1
Ampicillin-Amoxicillin,0.6602082500142833,0.5903151421983089,random_seed1,option_e,0.2559025133282559,0.1982736735211983,0.584920030464585,1
Cotrimoxazole,0.6360294312959863,0.40226628895184136,random_seed1,option_e,0.2559025133282559,0.1982736735211983,0.584920030464585,1
Amoxicillin-Clavulanic acid,0.6184655099173284,0.26244343891402716,random_seed1,option_e,0.2559025133282559,0.1982736735211983,0.584920030464585,1
Ampicillin-Amoxicillin,0.6880491674028477,0.7201405152224825,random_seed2,option_a,0.2706778370144707,0.30264026402640265,0.2741812642802742,2
Ceftriaxone,0.844145144047773,0.6477732793522267,random_seed2,option_a,0.2706778370144707,0.30264026402640265,0.2741812642802742,2
Amoxicillin-Clavulanic acid,0.6604453441295547,0.3333333333333333,random_seed2,option_a,0.2706778370144707,0.30264026402640265,0.2741812642802742,2
Ciprofloxacin,0.79960732624873,0.5774436090225564,random_seed2,option_a,0.2706778370144707,0.30264026402640265,0.2741812642802742,2
Cotrimoxazole,0.6388569960627651,0.47863247863247865,random_seed2,option_a,0.2706778370144707,0.30264026402640265,0.2741812642802742,2
Ceftriaxone,0.8634933712830499,0.5794392523364486,random_seed2,option_d,0.27006854531607005,0.18674790555978674,0.6146230007616146,2
Ciprofloxacin,0.8153609577944367,0.49557522123893805,random_seed2,option_d,0.27006854531607005,0.18674790555978674,0.6146230007616146,2
Ampicillin-Amoxicillin,0.6504778053252022,0.5804916732751785,random_seed2,option_d,0.27006854531607005,0.18674790555978674,0.6146230007616146,2
Cotrimoxazole,0.6193779063976135,0.3877266387726639,random_seed2,option_d,0.27006854531607005,0.18674790555978674,0.6146230007616146,2
Amoxicillin-Clavulanic acid,0.5871410775459358,0.24444444444444444,random_seed2,option_d,0.27006854531607005,0.18674790555978674,0.6146230007616146,2
Ciprofloxacin,0.8291882911826894,0.5648604269293924,random_seed2,option_e,0.2682406702208682,0.20213252094440212,0.5894897182025894,2
Ceftriaxone,0.8434029456424783,0.5835189309576837,random_seed2,option_e,0.2682406702208682,0.20213252094440212,0.5894897182025894,2
Ampicillin-Amoxicillin,0.6573884091837413,0.5976833976833977,random_seed2,option_e,0.2682406702208682,0.20213252094440212,0.5894897182025894,2
Cotrimoxazole,0.620303235243233,0.39946018893387314,random_seed2,option_e,0.2682406702208682,0.20213252094440212,0.5894897182025894,2
Amoxicillin-Clavulanic acid,0.5833696667704765,0.24945295404814005,random_seed2,option_e,0.2682406702208682,0.20213252094440212,0.5894897182025894,2
Ampicillin-Amoxicillin,0.7038410339569668,0.7199511897498475,random_seed3,option_a,0.25773038842345775,0.2886900228484387,0.3533891850723534,3
Ceftriaxone,0.8629050436742745,0.6478260869565218,random_seed3,option_a,0.25773038842345775,0.2886900228484387,0.3533891850723534,3
Amoxicillin-Clavulanic acid,0.6596783492641481,0.32684824902723736,random_seed3,option_a,0.25773038842345775,0.2886900228484387,0.3533891850723534,3
Ciprofloxacin,0.8022991792249732,0.5628930817610063,random_seed3,option_a,0.25773038842345775,0.2886900228484387,0.3533891850723534,3
Cotrimoxazole,0.6678481950396387,0.48323699421965316,random_seed3,option_a,0.25773038842345775,0.2886900228484387,0.3533891850723534,3
Ceftriaxone,0.8946710340941111,0.6095238095238096,random_seed3,option_d,0.26382330540746385,0.18714140644833713,0.6275704493526276,3
Ciprofloxacin,0.830645070864729,0.5569176882661997,random_seed3,option_d,0.26382330540746385,0.18714140644833713,0.6275704493526276,3
Ampicillin-Amoxicillin,0.6256431977152261,0.5633802816901409,random_seed3,option_d,0.26382330540746385,0.18714140644833713,0.6275704493526276,3
Cotrimoxazole,0.6349514613053744,0.3879310344827586,random_seed3,option_d,0.26382330540746385,0.18714140644833713,0.6275704493526276,3
Amoxicillin-Clavulanic acid,0.6328720983158853,0.2693156732891832,random_seed3,option_d,0.26382330540746385,0.18714140644833713,0.6275704493526276,3
Ciprofloxacin,0.8352367016505203,0.5917355371900826,random_seed3,option_e,0.26047220106626046,0.19925107895404925,0.6123381568926123,3
Ceftriaxone,0.8854501267962807,0.6484018264840182,random_seed3,option_e,0.26047220106626046,0.19925107895404925,0.6123381568926123,3
Ampicillin-Amoxicillin,0.6314834087663674,0.5793528505392912,random_seed3,option_e,0.26047220106626046,0.19925107895404925,0.6123381568926123,3
Cotrimoxazole,0.6333875224430371,0.3881019830028329,random_seed3,option_e,0.26047220106626046,0.19925107895404925,0.6123381568926123,3
Amoxicillin-Clavulanic acid,0.627258382642998,0.2660753880266075,random_seed3,option_e,0.26047220106626046,0.19925107895404925,0.6123381568926123,3
Ampicillin-Amoxicillin,0.6920465405198777,0.7059538274605103,random_seed4,option_a,0.2632140137090632,0.28259710586443254,0.3313023610053313,4
Ceftriaxone,0.8648878643600405,0.636568848758465,random_seed4,option_a,0.2632140137090632,0.28259710586443254,0.3313023610053313,4
Amoxicillin-Clavulanic acid,0.6215811257261461,0.2751937984496124,random_seed4,option_a,0.2632140137090632,0.28259710586443254,0.3313023610053313,4
Ciprofloxacin,0.8151349996867756,0.5903225806451613,random_seed4,option_a,0.2632140137090632,0.28259710586443254,0.3313023610053313,4
Cotrimoxazole,0.6500708587024984,0.46026097271648875,random_seed4,option_a,0.2632140137090632,0.28259710586443254,0.3313023610053313,4
Ceftriaxone,0.8891821243653546,0.5985037406483791,random_seed4,option_d,0.26763137852246766,0.17993145468392993,0.6214775323686215,4
Ciprofloxacin,0.8163907445057605,0.532608695652174,random_seed4,option_d,0.26763137852246766,0.17993145468392993,0.6214775323686215,4
Ampicillin-Amoxicillin,0.6325759747706422,0.5653206650831354,random_seed4,option_d,0.26763137852246766,0.17993145468392993,0.6214775323686215,4
Cotrimoxazole,0.6310623556581986,0.36443148688046645,random_seed4,option_d,0.26763137852246766,0.17993145468392993,0.6214775323686215,4
Amoxicillin-Clavulanic acid,0.6396687668103608,0.21729490022172948,random_seed4,option_d,0.26763137852246766,0.17993145468392993,0.6214775323686215,4
Ciprofloxacin,0.8195657002272299,0.5699658703071673,random_seed4,option_e,0.26976389946686974,0.18874079715663875,0.6001523229246002,4
Ceftriaxone,0.8578681661172988,0.5576923076923077,random_seed4,option_e,0.26976389946686974,0.18874079715663875,0.6001523229246002,4
