order_name,antibiotic,auroc_mean,auroc_std,f1_mean,f1_std,hamming_loss_mean,hamming_loss_std,jaccard_score_mean,jaccard_score_std,jaccard_score_zd1_mean,jaccard_score_zd1_std,exact_match_ratio_mean,exact_match_ratio_std,restricted_jaccard_mean,restricted_jaccard_std,all_zero_frac_mean,all_zero_frac_std,chain_baseline_agreement_mean,chain_baseline_agreement_std
option_a,Ceftriaxone,0.8144826859748022,0.012905637415865078,0.4778398887377212,0.06147894646234713,0.13943472409152086,0.010671022878290538,0.03674069089277703,0.006982094015890801,0.7262427097353072,0.015836251303972402,0.7091520861372813,0.017473037427873178,0.11952756011411145,0.021805493606584733,0.9433378196500672,0.009899421560394785,0.9181695827725438,0.011591725695625789
option_a,Ciprofloxacin,0.6639204927587576,0.043838053726627926,0.2707943479362163,0.048639664114077885,0.13943472409152086,0.010671022878290538,0.03674069089277703,0.006982094015890801,0.7262427097353072,0.015836251303972402,0.7091520861372813,0.017473037427873178,0.11952756011411145,0.021805493606584733,0.9433378196500672,0.009899421560394785,0.9181695827725438,0.011591725695625789
option_a,Cotrimoxazole,0.6738271546209573,0.026707980250046087,0.26087051646296977,0.04147964206191788,0.13943472409152086,0.010671022878290538,0.03674069089277703,0.006982094015890801,0.7262427097353072,0.015836251303972402,0.7091520861372813,0.017473037427873178,0.11952756011411145,0.021805493606584733,0.9433378196500672,0.009899421560394785,0.9181695827725438,0.011591725695625789
option_a,Piperacillin-Tazobactam,0.7042614438865987,0.019942849420507544,0.2924198213790907,0.05284223282450941,0.13943472409152086,0.010671022878290538,0.03674069089277703,0.006982094015890801,0.7262427097353072,0.015836251303972402,0.7091520861372813,0.017473037427873178,0.11952756011411145,0.021805493606584733,0.9433378196500672,0.009899421560394785,0.9181695827725438,0.011591725695625789
option_a,Tobramycin,0.6895435064333172,0.04698050130022585,0.2975538445061694,0.08354740638213774,0.13943472409152086,0.010671022878290538,0.03674069089277703,0.006982094015890801,0.7262427097353072,0.015836251303972402,0.7091520861372813,0.017473037427873178,0.11952756011411145,0.021805493606584733,0.9433378196500672,0.009899421560394785,0.9181695827725438,0.011591725695625789
reverse_order,Ceftriaxone,0.7551703535000736,0.019939876207491665,0.26935618772634207,0.058977546572936114,0.15098250336473756,0.011377532749838656,0.023595782862270077,0.006319290718867332,0.7086563481381786,0.016837182663979433,0.698384925975774,0.01805094500434891,0.07684537044108716,0.02046048693650633,0.9541049798115747,0.011498456920562292,0.932436069986541,0.01081937392192578
reverse_order,Ciprofloxacin,0.6660117653699003,0.018141493372360522,0.14669684310072384,0.042258150562871716,0.15098250336473756,0.011377532749838656,0.023595782862270077,0.006319290718867332,0.7086563481381786,0.016837182663979433,0.698384925975774,0.01805094500434891,0.07684537044108716,0.02046048693650633,0.9541049798115747,0.011498456920562292,0.932436069986541,0.01081937392192578
reverse_order,Cotrimoxazole,0.7000560220641949,0.027427208205878375,0.21001459171031528,0.05387842405103206,0.15098250336473756,0.011377532749838656,0.023595782862270077,0.006319290718867332,0.7086563481381786,0.016837182663979433,0.698384925975774,0.01805094500434891,0.07684537044108716,0.02046048693650633,0.9541049798115747,0.011498456920562292,0.932436069986541,0.01081937392192578
reverse_order,Piperacillin-Tazobactam,0.6858920042597193,0.022167099690984328,0.14770380323909277,0.039052937994650073,0.15098250336473756,0.011377532749838656,0.023595782862270077,0.006319290718867332,0.7086563481381786,0.016837182663979433,0.698384925975774,0.01805094500434891,0.07684537044108716,0.02046048693650633,0.9541049798115747,0.011498456920562292,0.932436069986541,0.01081937392192578
reverse_order,Tobramycin,0.6873749464765897,0.03731682724429847,0.1413797665792012,0.039671911558979325,0.15098250336473756,0.011377532749838656,0.023595782862270077,0.006319290718867332,0.7086563481381786,0.016837182663979433,0.698384925975774,0.01805094500434891,0.07684537044108716,0.02046048693650633,0.9541049798115747,0.011498456920562292,0.932436069986541,0.01081937392192578
