order_name,antibiotic,auroc_mean,auroc_std,f1_mean,f1_std,hamming_loss_mean,hamming_loss_std,jaccard_score_mean,jaccard_score_std,jaccard_score_zd1_mean,jaccard_score_zd1_std,exact_match_ratio_mean,exact_match_ratio_std,restricted_jaccard_mean,restricted_jaccard_std,all_zero_frac_mean,all_zero_frac_std,chain_baseline_agreement_mean,chain_baseline_agreement_std
option_a,Cefepime,0.6222539579136616,0.029548559344999725,0.009413067552602437,0.019846205400539458,0.09560627674750358,0.006417040477623489,0.0016214931050879695,0.0015091102933333061,0.7629624346172135,0.010473401536284215,0.7626248216833096,0.010335123527834254,0.006866794705480389,0.0064184027970090205,0.9960057061340942,0.0041888189340076485,0.9927246790299572,0.0033924981420327288
option_a,Ceftazidime,0.5308048550548843,0.0484949510026673,0.0,0.0,0.09560627674750358,0.006417040477623489,0.0016214931050879695,0.0015091102933333061,0.7629624346172135,0.010473401536284215,0.7626248216833096,0.010335123527834254,0.006866794705480389,0.0064184027970090205,0.9960057061340942,0.0041888189340076485,0.9927246790299572,0.0033924981420327288
option_a,Ciprofloxacin,0.6680818825059316,0.03339188211272741,0.03273328853082232,0.026827139095045333,0.09560627674750358,0.006417040477623489,0.0016214931050879695,0.0015091102933333061,0.7629624346172135,0.010473401536284215,0.7626248216833096,0.010335123527834254,0.006866794705480389,0.0064184027970090205,0.9960057061340942,0.0041888189340076485,0.9927246790299572,0.0033924981420327288
option_a,Meropenem,0.5935525946766285,0.01979763101597976,0.005842217484008529,0.012320166539744763,0.09560627674750358,0.006417040477623489,0.0016214931050879695,0.0015091102933333061,0.7629624346172135,0.010473401536284215,0.7626248216833096,0.010335123527834254,0.006866794705480389,0.0064184027970090205,0.9960057061340942,0.0041888189340076485,0.9927246790299572,0.0033924981420327288
option_a,Piperacillin-Tazobactam,0.616809842692058,0.03801401106022474,0.007576305220883535,0.012214485477443374,0.09560627674750358,0.006417040477623489,0.0016214931050879695,0.0015091102933333061,0.7629624346172135,0.010473401536284215,0.7626248216833096,0.010335123527834254,0.006866794705480389,0.0064184027970090205,0.9960057061340942,0.0041888189340076485,0.9927246790299572,0.0033924981420327288
reverse_order,Cefepime,0.6145345203006012,0.04134088104130357,0.0,0.0,0.09503566333808845,0.0065592280985252325,0.0011198288159771756,0.0013216516383719845,0.7631740370898716,0.011034372305462822,0.7629101283880171,0.01088079295099462,0.004757291186821943,0.005760682107901389,0.997432239657632,0.001878118655076681,0.9964336661911556,0.003445405788442583
reverse_order,Ceftazidime,0.5603810109797098,0.028263041404249036,0.0,0.0,0.09503566333808845,0.0065592280985252325,0.0011198288159771756,0.0013216516383719845,0.7631740370898716,0.011034372305462822,0.7629101283880171,0.01088079295099462,0.004757291186821943,0.005760682107901389,0.997432239657632,0.001878118655076681,0.9964336661911556,0.003445405788442583
reverse_order,Ciprofloxacin,0.6769882853053162,0.036490813326060995,0.026259634984692748,0.027243796333404128,0.09503566333808845,0.0065592280985252325,0.0011198288159771756,0.0013216516383719845,0.7631740370898716,0.011034372305462822,0.7629101283880171,0.01088079295099462,0.004757291186821943,0.005760682107901389,0.997432239657632,0.001878118655076681,0.9964336661911556,0.003445405788442583
reverse_order,Meropenem,0.6030666459915629,0.0277617707835462,0.005643879173290938,0.011911611383700659,0.09503566333808845,0.0065592280985252325,0.0011198288159771756,0.0013216516383719845,0.7631740370898716,0.011034372305462822,0.7629101283880171,0.01088079295099462,0.004757291186821943,0.005760682107901389,0.997432239657632,0.001878118655076681,0.9964336661911556,0.003445405788442583
reverse_order,Piperacillin-Tazobactam,0.5771631230187125,0.027998481411789563,0.0023809523809523807,0.007529232524210427,0.09503566333808845,0.0065592280985252325,0.0011198288159771756,0.0013216516383719845,0.7631740370898716,0.011034372305462822,0.7629101283880171,0.01088079295099462,0.004757291186821943,0.005760682107901389,0.997432239657632,0.001878118655076681,0.9964336661911556,0.003445405788442583
